# Sentinel-2 L2A 10 m NDVI via AWS Earth Search STAC (no key).
# scene S2C_43RGM_20260712_0_L2A date 2026-07-12 cloud 0.1%. SNAPSHOT of one scene, not a composite.
lat,lon,patch_area_m2
28.693299,77.306490,100
28.693211,77.306386,100
28.693030,77.306382,100
28.692397,77.306471,100
28.692938,77.306483,100
28.682115,77.306245,100
28.692668,77.306477,100
28.664207,77.217059,100
28.661747,77.201970,100
28.648174,77.215392,100
28.661535,77.203909,100
28.661837,77.201971,100
28.662291,77.201776,100
28.661349,77.204212,100
28.647167,77.216291,100
28.661445,77.203907,100
28.661348,77.204314,100
28.661353,77.204007,100
28.647257,77.216293,100
28.661728,77.203094,100
28.661356,77.203803,100
28.648084,77.215390,100
28.550575,77.035020,100
28.561953,77.034421,100
28.550665,77.035022,100
28.550570,77.035326,100
28.550755,77.035023,100
28.554082,77.035803,100
28.555498,77.037670,100
28.562690,77.033413,100
28.559996,77.038574,100
28.559719,77.038977,100
28.553247,77.037320,100
28.561618,77.032677,100
28.551949,77.039645,100
28.559060,77.034774,100
28.555609,77.036241,100
28.664412,77.270054,100
28.663519,77.285583,100
28.653681,77.275039,100
28.674830,77.278258,100
28.653772,77.275041,100
28.653499,77.275137,100
28.674832,77.278156,100
28.674740,77.278256,100
28.653680,77.275141,100
28.663520,77.285481,100
28.674743,77.278052,100
28.653498,77.275240,100
28.674834,77.278054,100
28.653589,77.275139,100
28.654515,77.273727,100
28.565021,77.099587,100
28.566209,77.098588,100
28.565019,77.099689,100
28.546070,77.099722,100
28.566211,77.098486,100
28.564929,77.099687,100
28.546071,77.099619,100
28.545889,77.099718,100
28.565850,77.098479,100
28.567102,77.099219,100
28.565848,77.098581,100
28.545983,77.099515,100
28.564931,77.099585,100
28.565022,77.099485,100
28.566030,77.098483,100
28.492900,77.301709,100
28.492990,77.301711,100
28.492808,77.301809,100
28.492809,77.301707,100
28.493800,77.301831,100
28.493708,77.301931,100
28.492898,77.301811,100
28.493885,77.302139,100
28.493706,77.302033,100
28.492896,77.301913,100
28.493798,77.301933,100
28.493704,77.302135,100
28.492718,77.301807,100
28.493977,77.302039,100
28.492986,77.301915,100
28.605843,77.177286,100
28.611942,77.173936,100
28.612032,77.173938,100
28.611765,77.173728,100
28.611470,77.175255,100
28.612026,77.174346,100
28.611762,77.173932,100
28.611852,77.173934,100
28.611575,77.174337,100
28.611750,77.174648,100
28.611381,77.175151,100
28.611663,77.174441,100
28.612047,77.173018,100
28.611291,77.175149,100
28.611754,77.174443,100
28.754145,77.088002,100
28.764836,77.085142,100
28.765387,77.084539,100
28.767646,77.078440,100
28.764828,77.085654,100
28.765477,77.084541,100
28.762073,77.082937,100
28.765480,77.084336,100
28.762163,77.082939,100
28.765570,77.084338,100
28.762535,77.076393,100
28.762805,77.076398,100
28.765390,77.084334,100
28.762223,77.084886,100
28.760949,77.085577,100
28.544335,77.101016,100
28.544337,77.100913,100
28.544339,77.100811,100
28.544248,77.100809,100
28.544247,77.100912,100
28.544245,77.101014,100
28.543337,77.107229,100
28.543245,77.107329,100
28.543335,77.107331,100
28.544426,77.101017,100
28.543522,77.106926,100
28.543524,77.106824,100
28.544427,77.100915,100
28.544157,77.100910,100
28.543443,77.100385,100
28.759463,77.234940,100
28.744241,77.255091,100
28.764046,77.241489,100
28.763915,77.243943,100
28.759461,77.235042,100
28.759460,77.235145,100
28.746292,77.245716,100
28.746288,77.245921,100
28.744331,77.255093,100
28.759425,77.226338,100
28.744211,77.229701,100
28.763726,77.244451,100
28.744329,77.255195,100
28.766002,77.243271,100
28.744243,77.254989,100
28.500118,77.059996,100
28.498947,77.059871,100
28.499133,77.059466,100
28.498945,77.059973,100
28.499755,77.060091,100
28.499130,77.059670,100
28.499570,77.060394,100
28.499035,77.059975,100
28.499757,77.059989,100
28.499754,77.060193,100
28.499126,77.059977,100
28.499569,77.060496,100
28.499752,77.060295,100
28.499401,77.059675,100
28.498855,77.059971,100
28.763504,77.300558,100
28.761435,77.300206,100
28.758686,77.302705,100
28.760221,77.302636,100
28.758689,77.302500,100
28.763416,77.300454,100
28.761251,77.300406,100
28.759048,77.302611,100
28.761163,77.300302,100
28.763334,77.299940,100
28.763506,77.300456,100
28.758783,77.302298,100
28.763412,77.300659,100
28.763332,77.300043,100
28.761433,77.300308,100
28.596359,77.298134,100
28.602206,77.304497,100
28.602208,77.304395,100
28.596973,77.299169,100
28.605210,77.302927,100
28.597185,77.297334,100
28.605208,77.303029,100
28.595442,77.299034,100
28.596184,77.297823,100
28.597237,77.299584,100
28.601060,77.297623,100
28.597157,77.298969,100
28.596715,77.298448,100
28.597062,77.299273,100
28.595527,77.299342,100
28.708473,77.224747,100
28.708383,77.224745,100
28.708471,77.224849,100
28.706478,77.197789,100
28.706479,77.197687,100
28.695284,77.209220,100
28.706389,77.197685,100
28.695282,77.209323,100
28.706660,77.197690,100
28.706566,77.197893,100
28.706564,77.197995,100
28.706569,77.197688,100
28.699058,77.210118,100
28.706568,77.197791,100
28.706387,77.197787,100
28.715781,77.289585,100
28.715518,77.289170,100
28.715691,77.289583,100
28.708904,77.269377,100
28.715428,77.289168,100
28.715605,77.289376,100
28.715160,77.288957,100
28.715695,77.289378,100
28.715162,77.288855,100
28.715783,77.289483,100
28.715072,77.288853,100
28.715070,77.288955,100
28.715872,77.289587,100
28.714984,77.288749,100
28.715606,77.289274,100
28.595645,77.073818,100
28.607794,77.058208,100
28.604588,77.049455,100
28.595623,77.045600,100
28.593348,77.046885,100
28.605958,77.054287,100
28.594797,77.046504,100
28.607697,77.046754,100
28.609172,77.062530,100
28.595159,77.046409,100
28.605762,77.049375,100
28.593257,77.046883,100
28.595069,77.046407,100
28.606956,77.047967,100
28.606470,77.050309,100
28.662293,77.010269,100
28.653555,77.009284,100
28.675499,77.002029,100
28.664200,77.003348,100
28.670419,77.009912,100
28.662298,77.009962,100
28.662299,77.009860,100
28.662295,77.010167,100
28.664291,77.003350,100
28.676000,76.998662,100
28.674661,77.003752,100
28.662301,77.009758,100
28.671844,77.011167,100
28.662296,77.010064,100
28.662555,77.010888,100
28.539612,77.292507,100
28.551743,77.279383,100
28.542402,77.287561,100
28.542220,77.287659,100
28.541948,77.271611,100
28.545065,77.268715,100
28.546866,77.274271,100
28.543046,77.270715,100
28.531284,77.283438,100
28.544884,77.268711,100
28.546164,77.267716,100
28.545616,77.268113,100
28.546161,77.267921,100
28.544874,77.269324,100
28.542310,77.287661,100
28.610655,77.208878,100
28.610565,77.208876,100
28.610381,77.209077,100
28.610475,77.208874,100
28.607036,77.209518,100
28.626198,77.207465,100
28.610473,77.208976,100
28.610564,77.208978,100
28.610385,77.208872,100
28.610291,77.209075,100
28.607400,77.209321,100
28.609110,77.209561,100
28.610654,77.208980,100
28.610383,77.208975,100
28.608127,77.209030,100
28.757001,77.181338,100
28.750822,77.178445,100
28.754843,77.180883,100
28.755828,77.181313,100
28.754298,77.181077,100
28.755636,77.182026,100
28.757012,77.180621,100
28.754208,77.181075,100
28.757988,77.181666,100
28.756657,77.180307,100
28.755738,77.181312,100
28.756007,77.181420,100
28.756719,77.182049,100
28.756628,77.182047,100
28.753939,77.180967,100
28.796305,77.265634,100
28.796395,77.265636,100
28.796214,77.265633,100
28.796315,77.265020,100
28.796303,77.265737,100
28.796577,77.265538,100
28.796579,77.265436,100
28.796755,77.265644,100
28.796580,77.265333,100
28.796575,77.265640,100
28.796213,77.265735,100
28.796393,77.265739,100
28.796667,77.265540,100
28.796754,77.265747,100
28.796757,77.265542,100
28.759277,77.005366,100
28.748083,77.005664,100
28.757460,77.006151,100
28.759714,77.006296,100
28.759625,77.006192,100
28.759624,77.006295,100
28.759349,77.006597,100
28.762751,77.014444,100
28.759439,77.006598,100
28.748082,77.005767,100
28.757370,77.006149,100
28.761531,76.999368,100
28.761195,77.003765,100
28.758914,77.005462,100
28.760082,77.005791,100
28.523228,77.035414,100
28.523137,77.035412,100
28.524474,77.036562,100
28.524564,77.036563,100
28.525438,77.020335,100
28.523229,77.035312,100
28.525439,77.020233,100
28.523139,77.035310,100
28.525441,77.020131,100
28.526498,77.027916,100
28.525349,77.020231,100
28.526503,77.027610,100
28.526504,77.027507,100
28.526506,77.027405,100
28.525170,77.020126,100
28.614409,77.260286,100
28.614499,77.260288,100
28.620981,77.266562,100
28.621071,77.266564,100
28.620980,77.266664,100
28.619656,77.264897,100
28.612340,77.276090,100
28.620249,77.267160,100
28.614050,77.260176,100
28.613940,77.277556,100
28.621150,77.267281,100
28.618842,77.281138,100
28.612965,77.254938,100
28.612978,77.275695,100
28.627138,77.270682,100
28.598264,77.137564,100
28.598263,77.137667,100
28.598355,77.137566,100
28.598358,77.137362,100
28.598451,77.137159,100
28.598448,77.137364,100
28.598450,77.137261,100
28.598353,77.137668,100
28.598356,77.137464,100
28.598541,77.137161,100
28.598543,77.137059,100
28.598633,77.137061,100
28.598266,77.137462,100
28.598359,77.137260,100
28.598540,77.137263,100
28.688028,77.080651,100
28.685925,77.082451,100
28.687145,77.079405,100
28.699062,77.067258,100
28.686704,77.078783,100
28.698974,77.067052,100
28.685237,77.086121,100
28.688962,77.084455,100
28.686351,77.084097,100
28.686337,77.085017,100
28.685859,77.080915,100
28.686463,77.082666,100
28.685856,77.081119,100
28.685552,77.083262,100
28.685052,77.086424,100
28.568280,77.162101,100
28.568278,77.162203,100
28.568927,77.161092,100
28.568281,77.161999,100
28.568025,77.161074,100
28.565879,77.154182,100
28.563784,77.161089,100
28.563873,77.161193,100
28.567507,77.159632,100
28.563965,77.161093,100
28.572592,77.174557,100
28.563876,77.160989,100
28.572318,77.174756,100
28.573125,77.175079,100
28.568475,77.161185,100
28.707388,77.141008,100
28.696539,77.136694,100
28.690395,77.142913,100
28.690393,77.143015,100
28.696447,77.136794,100
28.690397,77.142811,100
28.706961,77.145195,100
28.708033,77.134471,100
28.706963,77.145093,100
28.706222,77.146306,100
28.701537,77.134441,100
28.692286,77.143156,100
28.706428,77.144673,100
28.696537,77.136796,100
28.687098,77.140288,100
28.562680,77.251208,100
28.563221,77.251219,100
28.562591,77.251104,100
28.563311,77.251221,100
28.562959,77.250703,100
28.564576,77.251146,100
28.562770,77.251210,100
28.562590,77.251206,100
28.563131,77.251217,100
28.564395,77.251142,100
28.562860,77.251212,100
28.562593,77.251001,100
28.564303,77.251242,100
28.563136,77.250911,100
28.563051,77.250602,100
28.565985,77.072112,100
28.566527,77.072020,100
28.566075,77.072114,100
28.564910,77.071580,100
28.566076,77.072011,100
28.565104,77.070664,100
28.566708,77.072024,100
28.565198,77.070461,100
28.565986,77.072010,100
28.563376,77.071550,100
28.565806,77.072006,100
28.566531,77.071816,100
28.565366,77.071282,100
28.566621,77.071818,100
28.565562,77.070264,100
28.636407,77.033708,100
28.632409,77.035574,100
28.629211,77.050138,100
28.629614,77.029384,100
28.629334,77.047992,100
28.630493,77.030935,100
28.630727,77.045360,100
28.630370,77.051080,100
28.629402,77.049425,100
28.630149,77.053735,100
28.629305,77.049935,100
28.629958,77.048516,100
28.628328,77.048893,100
28.627881,77.048578,100
28.635048,77.034091,100
28.661434,77.148461,100
28.661353,77.147846,100
28.661273,77.147230,100
28.660886,77.148859,100
28.668961,77.157413,100
28.661374,77.146516,100
28.661368,77.146926,100
28.661373,77.146619,100
28.661360,77.147437,100
28.662964,77.160052,100
28.662950,77.160871,100
28.661358,77.147539,100
28.673392,77.156788,100
28.661340,77.148664,100
28.661287,77.146310,100
28.569586,77.142299,100
28.573708,77.149844,100
28.582998,77.138687,100
28.582996,77.138789,100
28.580897,77.140280,100
28.582999,77.138584,100
28.583674,77.135838,100
28.576962,77.149502,100
28.583186,77.138179,100
28.576871,77.149500,100
28.583676,77.135736,100
28.583093,77.138382,100
28.582903,77.138991,100
28.581443,77.139984,100
28.583001,77.138482,100
28.661525,77.084935,100
28.661615,77.084937,100
28.651109,77.075727,100
28.659597,77.098707,100
28.659507,77.098705,100
28.657865,77.094069,100
28.651017,77.075828,100
28.659686,77.098811,100
28.658175,77.103180,100
28.653622,77.088359,100
28.659509,77.098603,100
28.657141,77.094157,100
28.656695,77.093841,100
28.659387,77.100647,100
28.657232,77.094159,100
28.598264,77.137564,100
28.598263,77.137667,100
28.598355,77.137566,100
28.598358,77.137362,100
28.598451,77.137159,100
28.598448,77.137364,100
28.598450,77.137261,100
28.598353,77.137668,100
28.598356,77.137464,100
28.598541,77.137161,100
28.598543,77.137059,100
28.598633,77.137061,100
28.598266,77.137462,100
28.598359,77.137260,100
28.598540,77.137263,100
28.641422,77.101209,100
28.649406,77.115791,100
28.641511,77.101313,100
28.641691,77.101317,100
28.641606,77.101008,100
28.641785,77.101114,100
28.641424,77.101107,100
28.641604,77.101110,100
28.641607,77.100906,100
28.641425,77.101005,100
28.649357,77.113130,100
28.641876,77.101014,100
28.641421,77.101311,100
28.641601,77.101315,100
28.641693,77.101214,100
28.673446,77.220425,100
28.664207,77.217059,100
28.661583,77.217515,100
28.659740,77.225353,100
28.664117,77.217057,100
28.674112,77.240185,100
28.664035,77.216544,100
28.667331,77.241063,100
28.662053,77.238291,100
28.678789,77.219208,100
28.664298,77.217061,100
28.674203,77.240187,100
28.664227,77.215832,100
28.664859,77.215845,100
28.665001,77.240093,100
28.662849,77.250175,100
28.662679,77.249557,100
28.665613,77.252177,100
28.662767,77.249661,100
28.662939,77.250176,100
28.662762,77.249968,100
28.662757,77.250275,100
28.662752,77.250582,100
28.661493,77.250350,100
28.662840,77.250686,100
28.662677,77.249659,100
28.662847,77.250277,100
28.662755,77.250377,100
28.662750,77.250684,100
28.662854,77.249868,100
28.523228,77.035414,100
28.523137,77.035412,100
28.524474,77.036562,100
28.524564,77.036563,100
28.523229,77.035312,100
28.523139,77.035310,100
28.510666,77.036705,100
28.509679,77.036277,100
28.509497,77.036376,100
28.514752,77.058952,100
28.509869,77.041695,100
28.509961,77.041595,100
28.524475,77.036460,100
28.524154,77.033797,100
28.514965,77.062736,100
28.748280,77.034746,100
28.748277,77.034951,100
28.748279,77.034849,100
28.747898,77.036172,100
28.748067,77.048872,100
28.747515,77.037598,100
28.746902,77.036358,100
28.743734,77.048992,100
28.748065,77.048974,100
28.748246,77.048977,100
28.747336,77.037492,100
28.748155,77.048976,100
28.746898,77.036665,100
28.748157,77.048873,100
28.747988,77.036174,100
28.598451,77.137159,100
28.598448,77.137364,100
28.598450,77.137261,100
28.598541,77.137161,100
28.598543,77.137059,100
28.598633,77.137061,100
28.598540,77.137263,100
28.599442,77.137282,100
28.598453,77.137057,100
28.598545,77.136957,100
28.598446,77.137466,100
28.598917,77.136249,100
28.598445,77.137568,100
28.598632,77.137163,100
28.599556,77.135750,100
28.740956,77.117941,100
28.749610,77.106955,100
28.740955,77.118043,100
28.753013,77.108559,100
28.754350,77.092204,100
28.742348,77.098107,100
28.742170,77.098001,100
28.742079,77.097999,100
28.754657,77.095691,100
28.754299,77.107152,100
28.741991,77.097895,100
28.740686,77.117935,100
28.742086,77.097590,100
28.733474,77.094347,100
28.746838,77.093692,100
28.519798,77.123822,100
28.531725,77.117011,100
28.519889,77.123824,100
28.531635,77.117009,100
28.531724,77.117113,100
28.523962,77.105618,100
28.522075,77.128261,100
28.522254,77.128366,100
28.520788,77.129767,100
28.521421,77.129678,100
28.522762,77.124699,100
28.523439,77.127573,100
28.519082,77.129222,100
28.519894,77.129238,100
28.523302,77.124812,100
28.800050,77.246664,100
28.800137,77.246870,100
28.800227,77.246872,100
28.800135,77.246973,100
28.799962,77.246559,100
28.799957,77.246866,100
28.799688,77.246758,100
28.800049,77.246766,100
28.799780,77.246658,100
28.799783,77.246453,100
28.799958,77.246764,100
28.799689,77.246656,100
28.799870,77.246660,100
28.800229,77.246770,100
28.800139,77.246768,100
28.449655,77.199703,100
28.449743,77.199807,100
28.449564,77.199701,100
28.449742,77.199909,100
28.449830,77.200013,100
28.449379,77.200003,100
28.449927,77.199606,100
28.449560,77.200007,100
28.449289,77.200001,100
28.449833,77.199809,100
28.449650,77.200009,100
28.449468,77.200107,100
28.449556,77.200211,100
28.449558,77.200109,100
28.449828,77.200115,100
28.626169,77.048442,100
28.627045,77.050198,100
28.627486,77.050820,100
28.605958,77.054287,100
28.610679,77.040472,100
28.607697,77.046754,100
28.612673,77.039897,100
28.608421,77.040633,100
28.626810,77.047841,100
28.606956,77.047967,100
28.606470,77.050309,100
28.607606,77.046753,100
28.605950,77.048868,100
28.627074,77.048255,100
28.606754,77.049394,100
28.691023,77.001812,100
28.690932,77.001811,100
28.691021,77.001915,100
28.690931,77.001913,100
28.691113,77.001814,100
28.691024,77.001710,100
28.690934,77.001708,100
28.682229,77.010650,100
28.682319,77.010651,100
28.682409,77.010653,100
28.682232,77.010445,100
28.675499,77.002029,100
28.680881,77.004178,100
28.682322,77.010447,100
28.682498,77.010757,100
28.662293,77.010269,100
28.653555,77.009284,100
28.657577,77.017954,100
28.662298,77.009962,100
28.662299,77.009860,100
28.662295,77.010167,100
28.662301,77.009758,100
28.662296,77.010064,100
28.662555,77.010888,100
28.655266,77.015557,100
28.662207,77.009960,100
28.648836,77.017173,100
28.653465,77.009282,100
28.647716,77.013571,100
28.657696,77.016012,100
28.575915,77.059938,100
28.576679,77.057193,100
28.576005,77.059940,100
28.588611,77.043829,100
28.576589,77.057191,100
28.575738,77.059730,100
28.575648,77.059728,100
28.576769,77.057195,100
28.575828,77.059732,100
28.576946,77.057403,100
28.574839,77.053580,100
28.576183,77.060148,100
28.576859,77.057197,100
28.591728,77.046547,100
28.576096,77.059942,100
28.466679,77.278167,100
28.455075,77.265258,100
28.459159,77.263814,100
28.459587,77.265252,100
28.466769,77.278169,100
28.466768,77.278271,100
28.450757,77.253630,100
28.450936,77.253736,100
28.459947,77.259849,100
28.459319,77.265043,100
28.450965,77.257412,100
28.452692,77.262043,100
28.459321,77.264941,100
28.450956,77.257922,100
28.450868,77.257818,100
28.627527,77.112795,100
28.627437,77.112793,100
28.627343,77.112996,100
28.627345,77.112894,100
28.627438,77.112691,100
28.627082,77.112377,100
28.627525,77.112897,100
28.626987,77.112682,100
28.626992,77.112375,100
28.627968,77.113418,100
28.627080,77.112479,100
28.626898,77.112578,100
28.627171,77.112481,100
28.627524,77.113000,100
28.627433,77.112998,100
28.641388,77.171986,100
28.641387,77.172088,100
28.641477,77.172090,100
28.645537,77.166446,100
28.641296,77.172086,100
28.645138,77.191292,100
28.645316,77.191398,100
28.645198,77.193134,100
28.645690,77.190588,100
28.646966,77.189796,100
28.645228,77.191294,100
28.645136,77.191394,100
28.645872,77.190489,100
28.645447,77.166444,100
28.645600,77.190586,100
28.754127,77.219264,100
28.738515,77.219445,100
28.754221,77.219061,100
28.754218,77.219266,100
28.754219,77.219163,100
28.739308,77.204106,100
28.747340,77.209496,100
28.747342,77.209394,100
28.739217,77.204104,100
28.754311,77.219063,100
28.747253,77.209290,100
28.739744,77.205037,100
28.751805,77.212355,100
28.756206,77.224530,100
28.751534,77.212349,100
28.759479,77.293200,100
28.759387,77.293301,100
28.759389,77.293198,100
28.759482,77.292996,100
28.759481,77.293098,100
28.759484,77.292893,100
28.759571,77.293100,100
28.759390,77.293096,100
28.759383,77.293505,100
28.761435,77.300206,100
28.759385,77.293403,100
28.759569,77.293202,100
28.761251,77.300406,100
28.761163,77.300302,100
28.761433,77.300308,100
28.571785,77.010487,100
28.571696,77.010384,100
28.571514,77.010482,100
28.571694,77.010486,100
28.571517,77.010278,100
28.571341,77.009968,100
28.571783,77.010590,100
28.571515,77.010380,100
28.571419,77.010787,100
28.571963,77.010593,100
28.571600,77.010791,100
28.571693,77.010588,100
28.571511,77.010687,100
28.572054,77.010595,100
28.571162,77.009862,100
28.489255,77.143943,100
28.508733,77.150364,100
28.508732,77.150466,100
28.486922,77.148798,100
28.489343,77.144047,100
28.488233,77.145761,100
28.486924,77.148696,100
28.487012,77.148800,100
28.488707,77.144340,100
28.508643,77.150362,100
28.505729,77.152039,100
28.489164,77.143941,100
28.487103,77.148802,100
28.507023,77.150125,100
28.506467,77.151033,100
28.622152,77.239591,100
28.638153,77.237681,100
28.638244,77.237683,100
28.638148,77.237988,100
28.638238,77.237990,100
28.638063,77.237679,100
28.638053,77.238293,100
28.626378,77.245919,100
28.638152,77.237784,100
28.638324,77.238299,100
28.638419,77.237994,100
28.638329,77.237992,100
28.638143,77.238295,100
28.638245,77.237581,100
28.638415,77.238198,100
28.513564,77.220233,100
28.513093,77.221449,100
28.513095,77.221347,100
28.513668,77.219418,100
28.512845,77.220116,100
28.508680,77.231980,100
28.513184,77.221451,100
28.513655,77.220235,100
28.508677,77.232184,100
28.513833,77.220341,100
28.508670,77.232592,100
28.513132,77.219100,100
28.511028,77.237341,100
28.513566,77.220131,100
28.513113,77.220223,100
28.790877,77.189930,100
28.791146,77.190038,100
28.790876,77.190032,100
28.790605,77.190026,100
28.791058,77.189933,100
28.790874,77.190134,100
28.791056,77.190036,100
28.790968,77.189931,100
28.791322,77.190349,100
28.790879,77.189827,100
28.791230,77.190449,100
28.790969,77.189829,100
28.790872,77.190237,100
28.791138,77.190550,100
28.790784,77.190132,100
28.638789,77.302024,100
28.638879,77.302026,100
28.627951,77.302708,100
28.629333,77.300999,100
28.628400,77.302820,100
28.628785,77.301396,100
28.630776,77.301031,100
28.638194,77.305181,100
28.639551,77.305006,100
28.638591,77.303042,100
28.628875,77.301398,100
28.627768,77.302806,100
28.629201,77.303451,100
28.637402,77.304039,100
28.629246,77.300793,100
28.704504,77.123653,100
28.704506,77.123551,100
28.704507,77.123449,100
28.700814,77.111503,100
28.704509,77.123346,100
28.704417,77.123447,100
28.704415,77.123549,100
28.704597,77.123451,100
28.704419,77.123345,100
28.704327,77.123445,100
28.700724,77.111501,100
28.700956,77.113962,100
28.704596,77.123553,100
28.704599,77.123348,100
28.704510,77.123244,100
28.451816,77.025672,100
28.451725,77.025772,100
28.452203,77.048039,100
28.451723,77.025874,100
28.451995,77.025778,100
28.452116,77.047833,100
28.451905,77.025776,100
28.451726,77.025670,100
28.451634,77.025771,100
28.451728,77.025568,100
28.451907,77.025674,100
28.451818,77.025570,100
28.451636,77.025669,100
28.451638,77.025566,100
28.452024,77.047934,100
28.589370,77.230411,100
28.589280,77.230409,100
28.589011,77.230301,100
28.589460,77.230413,100
28.589009,77.230404,100
28.590192,77.229815,100
28.589550,77.230415,100
28.588288,77.230388,100
28.589911,77.230423,100
28.589283,77.230205,100
28.589189,77.230407,100
28.589191,77.230305,100
28.588919,77.230402,100
28.589193,77.230203,100
28.589552,77.230313,100
28.727346,77.076311,100
28.727165,77.076307,100
28.726898,77.076097,100
28.727347,77.076208,100
28.726896,77.076200,100
28.727167,77.076205,100
28.727252,77.076514,100
28.731860,77.070258,100
28.726895,77.076302,100
28.727078,77.076101,100
28.727164,77.076410,100
28.727162,77.076512,100
28.726983,77.076406,100
28.727257,77.076207,100
28.726988,77.076099,100
28.563035,77.251522,100
28.562680,77.251208,100
28.563221,77.251219,100
28.563400,77.251325,100
28.563121,77.251830,100
28.562591,77.251104,100
28.563219,77.251321,100
28.562399,77.251815,100
28.563308,77.251426,100
28.564390,77.251449,100
28.563309,77.251323,100
28.563129,77.251320,100
28.564203,77.251853,100
28.562217,77.251913,100
28.563311,77.251221,100
28.786397,77.026165,100
28.786302,77.026471,100
28.786300,77.026573,100
28.786028,77.026670,100
28.786395,77.026268,100
28.786577,77.026169,100
28.786487,77.026167,100
28.786394,77.026370,100
28.786210,77.026572,100
28.786212,77.026469,100
28.786486,77.026270,100
28.786213,77.026367,100
28.786122,77.026467,100
28.786307,77.026164,100
28.786215,77.026264,100
28.593139,77.280481,100
28.580952,77.270098,100
28.592873,77.280168,100
28.592686,77.280573,100
28.581042,77.270100,100
28.589775,77.276626,100
28.596359,77.298134,100
28.592989,77.278637,100
28.589685,77.276624,100
28.592505,77.280569,100
28.592963,77.280170,100
28.594429,77.284189,100
28.581040,77.270202,100
28.592688,77.280471,100
28.593229,77.280482,100
28.751907,77.150107,100
28.746168,77.153572,100
28.748016,77.150846,100
28.749236,77.153533,100
28.737218,77.137623,100
28.748014,77.150948,100
28.737213,77.149294,100
28.748106,77.150848,100
28.742781,77.150943,100
28.737794,77.158110,100
28.747403,77.155338,100
28.751663,77.154095,100
28.751906,77.150209,100
28.751317,77.153166,100
28.748103,77.151052,100
28.673446,77.220425,100
28.690500,77.192646,100
28.690502,77.192543,100
28.690592,77.192545,100
28.690591,77.192648,100
28.690318,77.192744,100
28.690410,77.192644,100
28.690407,77.192848,100
28.690499,77.192748,100
28.690683,77.192547,100
28.690230,77.192640,100
28.690412,77.192542,100
28.690320,77.192642,100
28.690409,77.192746,100
28.690317,77.192847,100
28.682408,77.034904,100
28.675441,77.060041,100
28.682136,77.035001,100
28.682498,77.034905,100
28.682318,77.034902,100
28.682587,77.035010,100
28.682497,77.035008,100
28.683150,77.045560,100
28.682071,77.039297,100
28.682226,77.035003,100
28.682224,77.035105,100
28.681714,77.045020,100
28.681404,77.041638,100
28.687742,77.046161,100
28.682229,77.034798,100
28.562690,77.033413,100
28.579571,77.032920,100
28.562597,77.033616,100
28.562508,77.033512,100
28.562507,77.033614,100
28.564479,77.034470,100
28.582473,77.031954,100
28.562419,77.033408,100
28.562517,77.032899,100
28.562609,77.032799,100
28.581990,77.034091,100
28.562611,77.032696,100
28.585014,77.037012,100
28.562427,77.032897,100
28.584853,77.041711,100
28.664473,77.298493,100
28.664475,77.298391,100
28.664383,77.298491,100
28.674904,77.289923,100
28.678173,77.293984,100
28.678083,77.293982,100
28.664567,77.298291,100
28.664565,77.298393,100
28.678354,77.293988,100
28.663453,77.294789,100
28.663519,77.285583,100
28.663451,77.294891,100
28.663278,77.294478,100
28.664386,77.298287,100
28.663639,77.294486,100
28.674904,77.289923,100
28.676120,77.271329,100
28.674994,77.289925,100
28.678076,77.273008,100
28.674830,77.278258,100
28.678417,77.268821,100
28.674832,77.278156,100
28.674740,77.278256,100
28.678786,77.289803,100
28.674743,77.278052,100
28.674834,77.278054,100
28.675084,77.289927,100
28.677533,77.273099,100
28.685140,77.282165,100
28.686417,77.281374,100
28.714488,77.037776,100
28.714940,77.037683,100
28.696642,77.054316,100
28.706013,77.037305,100
28.708709,77.049946,100
28.709775,77.051093,100
28.714397,77.037775,100
28.693950,77.065213,100
28.714022,77.050664,100
28.695295,77.053880,100
28.714453,77.063876,100
28.695384,77.053984,100
28.713571,77.050655,100
28.706011,77.037407,100
28.708969,77.050668,100
28.695944,77.105572,100
28.694866,77.105244,100
28.696212,77.105782,100
28.696125,77.105576,100
28.694776,77.105242,100
28.695137,77.105249,100
28.695854,77.105570,100
28.696123,77.105678,100
28.696034,77.105574,100
28.695764,77.105568,100
28.695227,77.105251,100
28.694868,77.105141,100
28.695316,77.105355,100
28.696213,77.105680,100
28.695226,77.105353,100
28.584593,77.094251,100
28.584096,77.091379,100
28.584029,77.095773,100
28.584769,77.094561,100
28.581543,77.087239,100
28.584595,77.094149,100
28.584695,77.093537,100
28.584547,77.091388,100
28.583793,77.093519,100
28.584777,77.094050,100
28.584785,77.093539,100
28.584119,77.095775,100
28.584763,77.094970,100
28.584158,77.093220,100
28.583699,77.093722,100
28.549551,77.187776,100
28.549461,77.187775,100
28.538851,77.179892,100
28.538657,77.180705,100
28.540847,77.179218,100
28.538941,77.179894,100
28.539483,77.191042,100
28.540309,77.179002,100
28.538669,77.179990,100
28.539487,77.179598,100
28.538603,77.178456,100
28.539577,77.179600,100
28.538925,77.180915,100
28.539494,77.179190,100
28.539407,77.178984,100
28.632465,77.177018,100
28.632555,77.177020,100
28.632467,77.176916,100
28.632557,77.176917,100
28.632645,77.177021,100
28.632647,77.176919,100
28.632375,77.177016,100
28.632559,77.176815,100
28.632468,77.176813,100
28.632462,77.177222,100
